review_id,age,age_group,brand,model,price_usd,price_category,rating,sentiment,review_text,country,language,source,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes
42965,19,18-29,Realme,Realme 12 Pro,407.5,Mid-Range,1,Neutral,Battery life could be slightly better. Okay for casual use.,UK,English,AliExpress,1,1,1,1,3,1,2
27614,22,18-29,OnePlus,OnePlus 12,562.67,Mid-Range,5,Positive,Smooth performance even after months of use. Absolutely worth it!,Canada,English,eBay,0,4,5,5,3,5,7
19362,29,18-29,OnePlus,OnePlus Nord 3,478.26,Mid-Range,3,Neutral,Sound quality is okay but not very loud. Okay for casual use.,Brazil,Portuguese,eBay,1,3,3,2,5,4,1
18371,44,40-49,Motorola,Razr 40,537.46,Mid-Range,3,Neutral,"Design is okay, a bit bulky though. Okay for casual use.",UAE,English,BestBuy,1,3,1,2,2,5,1
46232,26,18-29,Xiaomi,Redmi Note 13,256.56,Budget,4,Positive,Fast charging is a lifesaver. Absolutely worth it!,UAE,English,AliExpress,1,5,4,3,4,5,8
45630,18,18-29,Xiaomi,Poco X6,313.85,Mid-Range,1,Negative,Customer service was disappointing. Not up to the mark.,Australia,English,BestBuy,0,1,1,1,2,1,1
37761,31,30-39,OnePlus,OnePlus 11R,416.33,Mid-Range,5,Positive,Build quality feels solid and durable. Loving it so far!,Australia,English,Amazon,0,5,5,5,5,3,3
43167,18,18-29,Apple,iPhone SE,1385.61,Flagship,4,Positive,Loving the clean UI and fast updates. No regrets buying this one.,Brazil,Portuguese,BestBuy,1,5,4,4,2,5,4
28122,29,18-29,Realme,Realme Narzo 70,259.32,Budget,5,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,India,Hindi,Amazon,1,4,3,3,4,5,4
3309,28,18-29,Apple,iPhone 14,1441.97,Flagship,2,Negative,Charging is very slow compared to other brands. Wouldn’t recommend.,India,Hindi,BestBuy,1,2,3,1,2,2,4
17682,33,30-39,Samsung,Galaxy Z Flip,1213.56,Flagship,3,Negative,Display started flickering after a month. Wouldn’t recommend.,USA,English,AliExpress,1,2,1,3,2,4,6
29103,37,30-39,Apple,iPhone 13,1360.95,Flagship,4,Positive,"Face unlock is instant, super smooth. No regrets buying this one.",UK,English,Flipkart,0,5,3,1,1,3,8
12105,18,18-29,Apple,iPhone 15 Pro,1325.34,Flagship,3,Positive,Loving the clean UI and fast updates. Loving it so far!,UK,English,eBay,1,3,2,3,4,3,8
17487,37,30-39,Samsung,Galaxy A55,847.32,Premium,4,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Brazil,Portuguese,Flipkart,1,5,4,4,3,5,5
38604,20,18-29,Xiaomi,Poco X6,347.04,Mid-Range,3,Positive,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,UAE,English,eBay,1,2,2,3,2,4,3
38486,18,18-29,Apple,iPhone 13,1409.16,Flagship,1,Negative,Speaker quality is bad and muffled. Not up to the mark.,UK,English,Amazon,1,1,1,1,1,3,3
34692,26,18-29,Samsung,Galaxy A55,880.36,Premium,2,Neutral,"Design is okay, a bit bulky though. Okay for casual use.",India,Hindi,Amazon,0,1,1,1,1,2,4
14062,29,18-29,OnePlus,OnePlus 11R,523.85,Mid-Range,5,Positive,"Face unlock is instant, super smooth. Absolutely worth it!",Germany,German,eBay,0,5,3,4,5,3,9
31027,18,18-29,Motorola,Razr 40,349.85,Mid-Range,5,Positive,Build quality feels solid and durable. Loving it so far!,Germany,German,Amazon,1,4,5,5,4,5,7
9926,18,18-29,Motorola,Edge 50,437.41,Mid-Range,4,Positive,Design feels premium and stylish. Absolutely worth it!,Australia,English,Flipkart,1,4,4,4,3,3,4
3402,18,18-29,Apple,iPhone 13,1409.53,Flagship,5,Positive,Smooth performance even after months of use. Absolutely worth it!,UK,English,eBay,0,5,3,4,3,4,3
43024,44,40-49,OnePlus,OnePlus 11R,946.42,Premium,3,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Australia,English,eBay,1,3,3,3,5,2,4
15297,27,18-29,Xiaomi,Mi 13 Pro,392.1,Mid-Range,4,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,Australia,English,Amazon,0,3,2,4,3,4,6
18675,28,18-29,Xiaomi,Mi 13 Pro,373.88,Mid-Range,5,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,UK,English,AliExpress,1,2,5,5,5,5,2
47624,24,18-29,Motorola,Edge 50,752.17,Premium,5,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,UK,English,AliExpress,1,5,3,5,3,5,2
23615,20,18-29,Google,Pixel 8,746.88,Premium,2,Positive,Loving the clean UI and fast updates. Absolutely worth it!,UK,English,BestBuy,1,2,1,1,1,2,6
26363,22,18-29,Samsung,Galaxy Note 20,1088.27,Flagship,1,Negative,Charging is very slow compared to other brands. Not up to the mark.,USA,English,Flipkart,1,1,2,1,1,1,4
37637,45,40-49,Xiaomi,Poco X6,457.7,Mid-Range,3,Neutral,"Performance is average, camera okay. Average experience overall.",Australia,English,Amazon,1,2,1,3,2,3,1
30888,29,18-29,Xiaomi,Poco X6,589.22,Mid-Range,4,Positive,Worth every penny. Highly recommended! No regrets buying this one.,India,Hindi,eBay,0,3,4,3,3,4,3
46316,28,18-29,OnePlus,OnePlus 11R,678.14,Premium,5,Positive,Design feels premium and stylish. Absolutely worth it!,Germany,German,AliExpress,1,5,5,5,5,4,1
9382,18,18-29,OnePlus,OnePlus 11R,984.57,Premium,2,Negative,Battery drains too fast even on standby. Very disappointed.,Germany,German,Flipkart,0,2,1,3,2,2,1
22703,32,30-39,Samsung,Galaxy Note 20,677.84,Premium,4,Neutral,"Overall decent, but expected a bit more for the price. Okay for casual use.",Canada,English,Amazon,1,3,3,3,5,4,1
43633,48,40-49,Realme,Realme 12 Pro,392.65,Mid-Range,5,Positive,Loving the clean UI and fast updates. No regrets buying this one.,UAE,English,BestBuy,1,3,5,4,3,3,6
27562,21,18-29,Realme,Realme Narzo 70,216.53,Budget,2,Negative,Customer service was disappointing. Very disappointed.,USA,English,BestBuy,1,1,1,2,2,2,2
33625,35,30-39,Motorola,Edge 50,418.57,Mid-Range,2,Negative,Battery drains too fast even on standby. Very disappointed.,USA,English,AliExpress,1,1,1,2,1,2,2
47597,18,18-29,Motorola,Moto G Power,370.72,Mid-Range,2,Neutral,"Performance is average, camera okay. Fine but could be better.",USA,English,eBay,1,2,2,1,2,1,2
21936,32,30-39,Samsung,Galaxy A55,705.09,Premium,3,Neutral,"Performance is average, camera okay. Fine but could be better.",Canada,English,eBay,1,1,2,1,3,1,1
18170,22,18-29,Xiaomi,Poco X6,319.15,Mid-Range,4,Positive,Fast charging is a lifesaver. No regrets buying this one.,UAE,English,BestBuy,1,4,3,3,1,4,6
29420,23,18-29,Google,Pixel 7a,999.52,Premium,5,Positive,Design feels premium and stylish. Best purchase of the year!,Australia,English,Flipkart,0,5,5,5,4,4,8
36617,49,40-49,Apple,iPhone SE,888.36,Premium,1,Neutral,"Does what it’s supposed to, nothing special. Average experience overall.",Canada,English,eBay,1,2,1,1,1,1,2
10594,18,18-29,Realme,Realme Narzo 70,321.8,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,USA,English,Flipkart,1,3,4,3,2,2,5
37424,25,18-29,Motorola,Edge 50,635.87,Premium,3,Positive,Fast charging is a lifesaver. Loving it so far!,UAE,English,BestBuy,1,1,2,2,3,2,4
16675,40,40-49,Xiaomi,Redmi Note 13,205.93,Budget,4,Positive,Design feels premium and stylish. Absolutely worth it!,USA,English,BestBuy,1,3,3,4,4,5,8
21394,27,18-29,Realme,Realme Narzo 70,223.07,Budget,4,Positive,Design feels premium and stylish. Absolutely worth it!,India,Hindi,BestBuy,1,5,3,4,4,5,6
44423,35,30-39,Xiaomi,Poco X6,438.73,Mid-Range,2,Neutral,Battery life could be slightly better. Average experience overall.,UAE,English,Amazon,0,3,2,1,1,2,0
6294,18,18-29,Realme,Realme 12 Pro,416.92,Mid-Range,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,UAE,English,Amazon,1,5,3,2,4,3,3
37182,33,30-39,Xiaomi,Redmi Note 13,488.46,Mid-Range,5,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Germany,German,BestBuy,1,4,4,4,5,4,4
18588,45,40-49,Samsung,Galaxy A55,1151.43,Flagship,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,Australia,English,Amazon,1,4,3,3,3,4,6
3426,25,18-29,Samsung,Galaxy Z Flip,500.39,Mid-Range,3,Neutral,"Phone is fine, not the best in this range. Fine but could be better.",Germany,German,Flipkart,1,3,2,3,2,2,0
3231,28,18-29,Xiaomi,Redmi Note 13,210.9,Budget,2,Negative,Camera quality is very poor indoors. Very disappointed.,Brazil,Portuguese,BestBuy,1,1,3,3,3,4,4
41879,23,18-29,Samsung,Galaxy A55,986.36,Premium,4,Positive,Fast charging is a lifesaver. Loving it so far!,Canada,English,Amazon,1,5,4,3,2,3,5
14464,36,30-39,Samsung,Galaxy S24,1382.36,Flagship,5,Positive,Loving the clean UI and fast updates. No regrets buying this one.,Australia,English,Amazon,1,3,5,5,5,5,4
15354,21,18-29,OnePlus,OnePlus Nord 3,935.4,Premium,2,Negative,Overheats quickly while gaming. Not up to the mark.,India,Hindi,eBay,1,3,2,2,3,1,3
42731,30,30-39,OnePlus,OnePlus 11R,572.9,Mid-Range,3,Positive,"Face unlock is instant, super smooth. Best purchase of the year!",UAE,English,Flipkart,1,4,2,3,2,3,5
17787,27,18-29,Motorola,Moto G Power,454.93,Mid-Range,2,Negative,Speaker quality is bad and muffled. Returning this soon.,Australia,English,Flipkart,1,1,2,1,1,2,0
46331,40,40-49,Google,Pixel 7a,1067.69,Flagship,4,Neutral,"Overall decent, but expected a bit more for the price. Fine but could be better.",UK,English,Amazon,0,2,3,3,3,3,1
16393,29,18-29,Realme,Realme Narzo 70,249.1,Budget,4,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,UAE,English,BestBuy,1,3,3,3,5,4,5
16853,23,18-29,Xiaomi,Mi 13 Pro,327.94,Mid-Range,3,Positive,Fast charging is a lifesaver. Loving it so far!,Germany,German,Flipkart,1,1,3,2,1,3,7
34835,55,50-59,Realme,Realme 12 Pro,260.88,Budget,2,Neutral,"Phone is fine, not the best in this range. Fine but could be better.",Canada,English,Flipkart,1,2,2,2,1,2,2
32530,19,18-29,OnePlus,OnePlus Nord 3,898.57,Premium,1,Negative,Overheats quickly while gaming. Returning this soon.,Australia,English,Amazon,1,1,1,1,1,1,1
43524,26,18-29,Xiaomi,Redmi Note 13,402.65,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Average experience overall.,USA,English,AliExpress,1,1,3,1,2,1,2
41558,40,40-49,Motorola,Edge 50,338.46,Mid-Range,3,Positive,Absolutely love this phone! The camera is next level. Absolutely worth it!,UAE,English,eBay,0,1,3,3,2,2,3
16582,28,18-29,Samsung,Galaxy A55,1117.61,Flagship,4,Positive,Design feels premium and stylish. No regrets buying this one.,Germany,German,Amazon,1,4,5,5,2,3,0
17556,45,40-49,Realme,Realme Narzo 70,486.59,Mid-Range,3,Neutral,Battery life could be slightly better. Average experience overall.,India,Hindi,BestBuy,1,1,5,1,3,2,2
30230,30,30-39,Google,Pixel 6,997.41,Premium,3,Neutral,"Does what it’s supposed to, nothing special. Fine but could be better.",UK,English,AliExpress,1,1,3,1,4,3,3
4131,35,30-39,Motorola,Edge 50,534.43,Mid-Range,4,Positive,Worth every penny. Highly recommended! No regrets buying this one.,Germany,German,BestBuy,1,3,3,3,4,4,7
38307,34,30-39,Realme,Realme 12 Pro,300.94,Mid-Range,2,Neutral,"Design is okay, a bit bulky though. Fine but could be better.",Brazil,Portuguese,eBay,1,2,3,3,2,2,1
26809,18,18-29,Motorola,Razr 40,550.57,Mid-Range,3,Positive,Build quality feels solid and durable. No regrets buying this one.,Brazil,Portuguese,AliExpress,1,2,1,2,2,3,4
37062,35,30-39,Samsung,Galaxy S24,1201.11,Flagship,4,Neutral,"Phone is fine, not the best in this range. Okay for casual use.",Australia,English,BestBuy,1,4,4,4,4,4,2
17363,25,18-29,Samsung,Galaxy A55,1368.96,Flagship,2,Negative,Camera quality is very poor indoors. Returning this soon.,Brazil,Portuguese,Flipkart,0,1,1,2,1,2,0
48398,31,30-39,Xiaomi,Poco X6,238.03,Budget,2,Neutral,"Does what it’s supposed to, nothing special. Fine but could be better.",Brazil,Portuguese,Amazon,1,1,1,3,2,3,3
1078,22,18-29,Xiaomi,Redmi Note 13,626.52,Premium,5,Positive,Battery easily lasts a day with heavy use. Loving it so far!,UK,English,BestBuy,1,5,3,4,5,3,8
47207,33,30-39,Xiaomi,Poco X6,368.57,Mid-Range,1,Negative,Overheats quickly while gaming. Very disappointed.,Australia,English,Amazon,1,1,2,1,1,1,2
41034,45,40-49,Google,Pixel 7a,747.99,Premium,4,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,UAE,English,Flipkart,0,4,4,3,5,3,8
5502,23,18-29,Apple,iPhone 14,1028.71,Flagship,4,Positive,Absolutely love this phone! The camera is next level. Best purchase of the year!,UK,English,Amazon,1,4,3,3,3,5,4
4414,18,18-29,Xiaomi,Mi 13 Pro,291.98,Budget,1,Negative,Speaker quality is bad and muffled. Not up to the mark.,Australia,English,eBay,1,2,1,1,1,2,2
23803,18,18-29,Samsung,Galaxy S24,459.97,Mid-Range,1,Negative,Overheats quickly while gaming. Not up to the mark.,UAE,English,Flipkart,1,1,2,1,1,1,1
34529,24,18-29,Samsung,Galaxy Note 20,772.42,Premium,4,Positive,Design feels premium and stylish. No regrets buying this one.,UK,English,Flipkart,1,3,3,3,4,3,6
21245,32,30-39,Samsung,Galaxy A55,473.54,Mid-Range,5,Positive,Build quality feels solid and durable. No regrets buying this one.,UK,English,AliExpress,0,5,5,4,5,5,6
3001,18,18-29,Samsung,Galaxy Z Flip,1058.65,Flagship,3,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,UK,English,BestBuy,1,1,5,3,1,4,8
39704,31,30-39,Samsung,Galaxy Z Flip,878.28,Premium,4,Positive,Smooth performance even after months of use. Loving it so far!,Australia,English,AliExpress,1,4,4,3,5,4,2
47445,34,30-39,Samsung,Galaxy S24,1058.79,Flagship,3,Positive,Battery easily lasts a day with heavy use. No regrets buying this one.,UK,English,AliExpress,1,5,1,2,4,2,10
4760,29,18-29,Google,Pixel 6,591.14,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Okay for casual use.,USA,English,eBay,1,1,1,1,1,2,1
49277,30,30-39,Samsung,Galaxy Z Flip,1256.87,Flagship,5,Positive,Battery easily lasts a day with heavy use. Best purchase of the year!,Australia,English,Amazon,1,4,5,4,5,5,8
44283,29,18-29,Motorola,Razr 40,687.76,Premium,3,Positive,Battery easily lasts a day with heavy use. Loving it so far!,Australia,English,BestBuy,0,2,3,3,3,3,6
16540,30,30-39,Samsung,Galaxy Note 20,550.29,Mid-Range,4,Positive,Design feels premium and stylish. Best purchase of the year!,Australia,English,Flipkart,1,3,2,5,3,4,4
43801,30,30-39,Motorola,Razr 40,474.87,Mid-Range,5,Positive,Smooth performance even after months of use. No regrets buying this one.,Germany,German,eBay,0,5,4,5,4,5,2
25152,34,30-39,Apple,iPhone 15 Pro,975.25,Premium,3,Neutral,Software updates are delayed sometimes. Okay for casual use.,Brazil,Portuguese,AliExpress,1,3,3,1,4,3,3
8323,38,30-39,Apple,iPhone 14,988.36,Premium,5,Positive,Design feels premium and stylish. Loving it so far!,Australia,English,Amazon,1,5,5,4,4,5,8
38151,36,30-39,Xiaomi,Mi 13 Pro,341.47,Mid-Range,2,Negative,Not worth the money spent. Not up to the mark.,Brazil,Portuguese,Amazon,1,2,2,2,1,1,1
47905,28,18-29,Realme,Realme 12 Pro,220.67,Budget,3,Negative,Charging is very slow compared to other brands. Returning this soon.,India,Hindi,Amazon,1,1,2,3,1,2,5
14947,30,30-39,Google,Pixel 6,529.06,Mid-Range,2,Neutral,Software updates are delayed sometimes. Okay for casual use.,USA,English,Amazon,1,1,2,4,2,1,1
48621,36,30-39,Samsung,Galaxy Note 20,1179.98,Flagship,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,UAE,English,Amazon,1,2,4,1,3,4,5
43423,39,30-39,Xiaomi,Redmi Note 13,535.54,Mid-Range,3,Positive,Fast charging is a lifesaver. Loving it so far!,Canada,English,Flipkart,1,3,1,3,3,1,6
9469,27,18-29,Samsung,Galaxy Z Flip,1144.92,Flagship,5,Positive,Battery easily lasts a day with heavy use. Loving it so far!,Australia,English,BestBuy,1,3,3,4,2,5,2
5309,42,40-49,Samsung,Galaxy S24,702.59,Premium,3,Neutral,"Design is okay, a bit bulky though. Fine but could be better.",Canada,English,Amazon,0,3,4,1,2,3,1
24989,24,18-29,OnePlus,OnePlus 12,780.24,Premium,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,Germany,German,Flipkart,0,4,4,3,4,4,5
34483,40,40-49,Samsung,Galaxy Z Flip,1206.02,Flagship,4,Positive,Fast charging is a lifesaver. Absolutely worth it!,UK,English,eBay,1,3,4,2,5,3,5
31681,24,18-29,Realme,Realme Narzo 70,580.89,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Australia,English,Amazon,1,3,3,5,3,4,10
4476,42,40-49,Realme,Realme 12 Pro,411.52,Mid-Range,2,Neutral,"Does what it’s supposed to, nothing special. Average experience overall.",UK,English,Amazon,1,1,1,2,1,1,2
23091,18,18-29,Google,Pixel 7a,603.96,Premium,2,Negative,Speaker quality is bad and muffled. Returning this soon.,India,Hindi,eBay,0,1,2,2,3,1,1
12262,26,18-29,Samsung,Galaxy A55,1012.95,Flagship,4,Positive,Build quality feels solid and durable. No regrets buying this one.,Germany,German,Amazon,1,5,4,4,3,4,8
2418,36,30-39,Realme,Realme Narzo 70,583.61,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Okay for casual use.,USA,English,BestBuy,1,2,2,2,3,1,2
10215,35,30-39,Motorola,Edge 50,444.45,Mid-Range,4,Positive,Fast charging is a lifesaver. Best purchase of the year!,Canada,English,Flipkart,1,4,5,2,4,4,7
42120,40,40-49,Samsung,Galaxy Note 20,910.25,Premium,1,Negative,Display started flickering after a month. Wouldn’t recommend.,UAE,English,Flipkart,1,2,1,1,1,1,2
6986,31,30-39,OnePlus,OnePlus Nord 3,999.73,Premium,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,UAE,English,eBay,1,5,3,2,4,3,4
4121,26,18-29,OnePlus,OnePlus 12,452.78,Mid-Range,3,Neutral,"Overall decent, but expected a bit more for the price. Okay for casual use.",UK,English,AliExpress,1,2,3,2,4,1,1
34897,24,18-29,Samsung,Galaxy A55,1142.61,Flagship,3,Neutral,Neutral feelings — neither great nor bad. Okay for casual use.,USA,English,AliExpress,1,1,3,3,1,5,2
26496,20,18-29,Xiaomi,Poco X6,244.8,Budget,3,Positive,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,USA,English,Flipkart,1,3,1,2,1,4,2
49745,37,30-39,Realme,Realme Narzo 70,580.77,Mid-Range,4,Positive,"Face unlock is instant, super smooth. Best purchase of the year!",Brazil,Portuguese,eBay,1,3,5,1,3,3,5
5795,18,18-29,Google,Pixel 7a,986.3,Premium,4,Positive,Smooth performance even after months of use. Absolutely worth it!,Canada,English,Amazon,0,3,2,2,3,4,5
32818,39,30-39,Realme,Realme 12 Pro,552.82,Mid-Range,5,Positive,Build quality feels solid and durable. Loving it so far!,USA,English,BestBuy,1,4,5,3,5,4,2
38895,23,18-29,Google,Pixel 8,546.66,Mid-Range,2,Negative,Customer service was disappointing. Wouldn’t recommend.,USA,English,BestBuy,1,2,2,3,1,1,4
24906,27,18-29,Google,Pixel 7a,1043.86,Flagship,4,Positive,Design feels premium and stylish. Absolutely worth it!,Australia,English,AliExpress,1,2,4,2,4,4,4
10164,41,40-49,Motorola,Moto G Power,238.93,Budget,2,Negative,Speaker quality is bad and muffled. Not up to the mark.,Brazil,Portuguese,eBay,0,2,2,2,1,1,0
2830,47,40-49,Xiaomi,Mi 13 Pro,373.55,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Brazil,Portuguese,Amazon,1,3,2,2,4,4,6
46557,31,30-39,Apple,iPhone SE,924.65,Premium,5,Positive,Fast charging is a lifesaver. Best purchase of the year!,UK,English,Flipkart,0,5,5,5,5,5,7
37520,35,30-39,OnePlus,OnePlus 11R,624.24,Premium,4,Positive,Build quality feels solid and durable. Best purchase of the year!,UK,English,Amazon,1,3,3,4,2,3,7
13827,25,18-29,Google,Pixel 6,1030.12,Flagship,4,Positive,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,UK,English,BestBuy,1,5,3,1,3,3,4
30761,18,18-29,Xiaomi,Poco X6,208.06,Budget,3,Neutral,Software updates are delayed sometimes. Fine but could be better.,Germany,German,BestBuy,0,3,2,2,3,3,2
32272,32,30-39,Google,Pixel 7a,675.25,Premium,2,Negative,Not worth the money spent. Not up to the mark.,Australia,English,AliExpress,1,1,2,2,3,1,1
23116,18,18-29,Motorola,Edge 50,309.32,Mid-Range,2,Negative,Battery drains too fast even on standby. Returning this soon.,Australia,English,AliExpress,0,4,2,1,3,2,6
22684,39,30-39,Apple,iPhone 13,762.2,Premium,3,Positive,Design feels premium and stylish. Absolutely worth it!,Canada,English,eBay,1,2,3,2,2,3,2
28908,25,18-29,Motorola,Edge 50,213.69,Budget,3,Positive,"Face unlock is instant, super smooth. Absolutely worth it!",Australia,English,Amazon,1,3,5,2,3,1,5
442,44,40-49,Xiaomi,Redmi Note 13,263.23,Budget,2,Negative,Battery drains too fast even on standby. Very disappointed.,UK,English,Flipkart,1,1,1,1,1,2,2
35277,21,18-29,Apple,iPhone 15 Pro,948.4,Premium,5,Positive,Smooth performance even after months of use. Absolutely worth it!,UAE,English,BestBuy,1,4,5,3,5,4,3
38709,19,18-29,Xiaomi,Poco X6,529.06,Mid-Range,5,Positive,Smooth performance even after months of use. Absolutely worth it!,Australia,English,Flipkart,1,4,5,4,5,5,4
34544,19,18-29,Apple,iPhone 14,762.63,Premium,4,Positive,Worth every penny. Highly recommended! Absolutely worth it!,USA,English,BestBuy,1,5,3,1,2,3,5
15365,18,18-29,Samsung,Galaxy Z Flip,1041.37,Flagship,4,Positive,Build quality feels solid and durable. Best purchase of the year!,Brazil,Portuguese,eBay,1,4,3,4,4,3,7
33649,24,18-29,Google,Pixel 8,1049.53,Flagship,2,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Canada,English,eBay,1,1,2,1,1,1,3
196,47,40-49,OnePlus,OnePlus 11R,820.24,Premium,4,Positive,Build quality feels solid and durable. Absolutely worth it!,Australia,English,Flipkart,0,5,2,4,3,4,3
2706,34,30-39,Xiaomi,Redmi Note 13,475.32,Mid-Range,2,Neutral,"Does what it’s supposed to, nothing special. Okay for casual use.",Brazil,Portuguese,AliExpress,1,1,3,1,1,1,3
16461,33,30-39,Motorola,Edge 50,600.82,Premium,4,Positive,Design feels premium and stylish. Loving it so far!,Australia,English,BestBuy,1,3,2,3,5,3,3
42390,28,18-29,Google,Pixel 7a,833.95,Premium,4,Positive,Build quality feels solid and durable. Absolutely worth it!,Australia,English,Amazon,1,3,5,3,5,4,6
32668,27,18-29,Xiaomi,Redmi Note 13,401.07,Mid-Range,4,Positive,Build quality feels solid and durable. Absolutely worth it!,USA,English,eBay,1,4,4,2,4,3,4
31903,48,40-49,Google,Pixel 6,954.36,Premium,4,Positive,Fast charging is a lifesaver. Best purchase of the year!,Australia,English,Amazon,0,3,4,2,4,5,9
24320,23,18-29,OnePlus,OnePlus 11R,712.68,Premium,2,Neutral,Software updates are delayed sometimes. Average experience overall.,Brazil,Portuguese,eBay,0,1,1,1,1,2,3
27516,31,30-39,Motorola,Razr 40,416.22,Mid-Range,4,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,Brazil,Portuguese,Flipkart,0,4,4,5,3,4,9
39163,28,18-29,OnePlus,OnePlus 11R,614.34,Premium,1,Negative,Overheats quickly while gaming. Not up to the mark.,UK,English,Amazon,0,2,1,1,1,1,5
16915,41,40-49,Realme,Realme Narzo 70,246.24,Budget,3,Neutral,Not bad for daily use but could be optimized. Fine but could be better.,USA,English,Amazon,0,3,1,3,1,2,2
40618,31,30-39,Realme,Realme Narzo 70,274.83,Budget,4,Positive,"Face unlock is instant, super smooth. Loving it so far!",Australia,English,AliExpress,1,4,5,2,3,5,6
44156,18,18-29,Realme,Realme Narzo 70,565.99,Mid-Range,4,Positive,Smooth performance even after months of use. Absolutely worth it!,Australia,English,eBay,0,3,3,3,3,4,7
32385,37,30-39,Samsung,Galaxy Note 20,1091.95,Flagship,3,Neutral,Battery life could be slightly better. Fine but could be better.,USA,English,Flipkart,1,4,3,3,4,3,1
29602,26,18-29,OnePlus,OnePlus 12,567.4,Mid-Range,2,Negative,Camera quality is very poor indoors. Wouldn’t recommend.,Australia,English,Flipkart,1,1,1,1,2,2,4
34542,47,40-49,Samsung,Galaxy Z Flip,577.45,Mid-Range,3,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Australia,English,BestBuy,0,3,3,1,2,2,9
6654,26,18-29,Google,Pixel 7a,729.04,Premium,1,Negative,Battery drains too fast even on standby. Wouldn’t recommend.,India,Hindi,eBay,1,3,1,1,2,1,2
46469,22,18-29,Xiaomi,Poco X6,206.6,Budget,2,Neutral,Battery life could be slightly better. Fine but could be better.,UK,English,BestBuy,0,2,3,1,1,3,2
1471,25,18-29,Google,Pixel 7a,585.29,Mid-Range,3,Positive,Build quality feels solid and durable. No regrets buying this one.,Brazil,Portuguese,Amazon,1,2,2,3,3,2,8
10908,22,18-29,OnePlus,OnePlus 12,828.49,Premium,1,Negative,Phone lags often after a few apps. Very disappointed.,UK,English,eBay,1,1,1,1,1,1,3
41442,40,40-49,Samsung,Galaxy S24,893.72,Premium,3,Neutral,Sound quality is okay but not very loud. Average experience overall.,Brazil,Portuguese,BestBuy,1,4,2,4,1,2,2
43322,29,18-29,Samsung,Galaxy S24,1393.45,Flagship,1,Negative,Not worth the money spent. Returning this soon.,UK,English,eBay,1,1,1,2,1,1,1
6393,37,30-39,Realme,Realme 12 Pro,360.69,Mid-Range,4,Positive,Worth every penny. Highly recommended! Absolutely worth it!,Canada,English,Amazon,0,4,3,3,5,3,5
28954,55,50-59,Samsung,Galaxy S24,1356.01,Flagship,4,Positive,Worth every penny. Highly recommended! No regrets buying this one.,USA,English,AliExpress,1,4,3,1,4,2,4
16657,32,30-39,Xiaomi,Poco X6,541.42,Mid-Range,5,Positive,Smooth performance even after months of use. Best purchase of the year!,Brazil,Portuguese,BestBuy,1,4,4,5,4,5,6
17923,30,30-39,Xiaomi,Mi 13 Pro,675.42,Premium,5,Positive,Design feels premium and stylish. No regrets buying this one.,Australia,English,Amazon,1,5,5,5,3,5,5
19589,36,30-39,Motorola,Edge 50,690.95,Premium,5,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,USA,English,eBay,0,5,4,4,5,5,6
32632,27,18-29,Google,Pixel 8,603.64,Premium,4,Positive,"Face unlock is instant, super smooth. Loving it so far!",USA,English,Amazon,1,4,4,3,3,3,3
22898,32,30-39,Samsung,Galaxy A55,701.42,Premium,2,Neutral,Battery life could be slightly better. Okay for casual use.,Brazil,Portuguese,AliExpress,1,3,2,1,3,2,3
6341,26,18-29,Apple,iPhone SE,1357.18,Flagship,4,Positive,Design feels premium and stylish. Best purchase of the year!,Germany,German,Amazon,1,2,4,2,3,3,6
